Location Number,Location Name,Location Type,Address,City,State,Zip Code,Phone Number,County,Latitude,Longitude,Accuracy
IA0307-002,Fontanelle Public Library,Central Library,303 Washington,Fontanelle,IA,50846,(641) 745-4981,Adair,41.2895629,-94.56364,STREET_ADDRESS: RANGE_INTERPOLATED
IA0307,Fontanelle Public Library,Library System,303 Washington,Fontanelle,IA,50846,(641) 745-4981,Adair,41.2895629,-94.56364,STREET_ADDRESS: RANGE_INTERPOLATED
IA0267-002,Forest City Public Library,Central Library,115 E L. St,Forest City,IA,50436,(641) 585-4542,Winnebago,43.265485,-93.6379775,STREET_ADDRESS: RANGE_INTERPOLATED
IA0267,Forest City Public Library,Library System,115 E L. St,Forest City,IA,50436,(641) 585-4542,Winnebago,43.265485,-93.6379775,STREET_ADDRESS: RANGE_INTERPOLATED
IA0405-002,Fort Atkinson Public Library,Central Library,302 3Rd Nw,Fort Atkinson,IA,52144,(563) 534-2222,Winneshiek,43.1446447,-91.9377747,STREET_ADDRESS: RANGE_INTERPOLATED
IA0405,Fort Atkinson Public Library,Library System,302 3Rd Nw,Fort Atkinson,IA,52144,(563) 534-2222,Winneshiek,43.1446447,-91.9377747,STREET_ADDRESS: RANGE_INTERPOLATED
IA0262-002,Fort Dodge Public Library,Central Library,424 Central Ave,Fort Dodge,IA,50501,(515) 573-8167,Webster,42.504503,-94.191445,STREET_ADDRESS: ROOFTOP
IA0262,Fort Dodge Public Library,Library System,424 Central Ave,Fort Dodge,IA,50501,(515) 573-8167,Webster,42.504503,-94.191445,STREET_ADDRESS: ROOFTOP
IA0211-003,Fort Madison Public Library,Central Library,1920 Ave E,Fort Madison,IA,52627,(391) 372-5721,Lee,40.6264024,-91.3324737,STREET_ADDRESS: RANGE_INTERPOLATED
IA0211,Fort Madison Public Library,Library System,1920 Ave E,Fort Madison,IA,52627,(391) 372-5721,Lee,40.6264024,-91.3324737,STREET_ADDRESS: RANGE_INTERPOLATED
IA0130-002,Upham Memorial Library,Central Library,138 W Main St,Fredericksburg,IA,50630,(563) 237-6498,Chickasaw,42.9651094,-92.1998546,STREET_ADDRESS: RANGE_INTERPOLATED
IA0130,Upham Memorial Library,Library System,138 W Main St,Fredericksburg,IA,50630,(563) 237-6498,Chickasaw,42.9651094,-92.1998546,STREET_ADDRESS: RANGE_INTERPOLATED
IA0517-002,Galva Public Library,Central Library,203 S Main St,Galva,IA,51020,(712) 282-4400,Ida,42.5069819,-95.4172129,STREET_ADDRESS: RANGE_INTERPOLATED
IA0517,Galva Public Library,Library System,203 S Main St,Galva,IA,51020,(712) 282-4400,Ida,42.5069819,-95.4172129,STREET_ADDRESS: RANGE_INTERPOLATED
IA0013-002,Garden Grove Public Library,Central Library,103 W Main St,Garden Grove,IA,50103,(641) 443-2172,Decatur,40.8269642,-93.6260248,ROUTE: GEOMETRIC_CENTER
IA0013,Garden Grove Public Library,Library System,103 W Main St,Garden Grove,IA,50103,(641) 443-2172,Decatur,40.8269642,-93.6260248,ROUTE: GEOMETRIC_CENTER
IA0136-002,Garnavillo Public Library,Central Library,122 Main St,Garnavillo,IA,52049,(563) 964-2119,Clayton,42.9035256,-91.1473043,STREET_ADDRESS: RANGE_INTERPOLATED
IA0136,Garnavillo Public Library,Library System,122 Main St,Garnavillo,IA,52049,(563) 964-2119,Clayton,42.9035256,-91.1473043,STREET_ADDRESS: RANGE_INTERPOLATED
IA0095-002,Garner Public Library,Central Library,416 State St,Garner,IA,50438,(641) 923-2850,Hancock,43.1012661,-93.6024563,STREET_ADDRESS: ROOFTOP
IA0095,Garner Public Library,Library System,416 State St,Garner,IA,50438,(641) 923-2850,Hancock,43.1012661,-93.6024563,STREET_ADDRESS: ROOFTOP
IA0300-002,Garrison Public Library,Central Library,100 Birch Ave,Garrison,IA,52229,(319) 477-5531,Benton,42.1441797,-92.1449922,STREET_ADDRESS: RANGE_INTERPOLATED
IA0300,Garrison Public Library,Library System,100 Birch Ave,Garrison,IA,52229,(319) 477-5531,Benton,42.1441797,-92.1449922,STREET_ADDRESS: RANGE_INTERPOLATED
IA0368-002,Garwin Public Library,Central Library,208 Main St,Garwin,IA,50632,(641) 499-2024,Tama,42.0923465,-92.6755745,STREET_ADDRESS: RANGE_INTERPOLATED
IA0368,Garwin Public Library,Library System,208 Main St,Garwin,IA,50632,(641) 499-2024,Tama,42.0923465,-92.6755745,STREET_ADDRESS: RANGE_INTERPOLATED
IA0106-002,George Public Library,Central Library,119 S Main St,George,IA,51237,(712) 475-3897,Lyon,43.3430298,-96.0023591,STREET_ADDRESS: RANGE_INTERPOLATED
IA0106,George Public Library,Library System,119 S Main St,George,IA,51237,(712) 475-3897,Lyon,43.3430298,-96.0023591,STREET_ADDRESS: RANGE_INTERPOLATED
IA0048-003,Gilbert Library-Branch Of Bertha Bartlett Public Library,Branch Library,207 Main St,Gilbert,IA,50105,(515) 232-0087,Story,42.1082341,-93.6495129,STREET_ADDRESS: RANGE_INTERPOLATED
IA0163-002,Gilman Public Library,Central Library,106 N Main,Gilman,IA,50106,(641) 498-2120,Marshall,41.8794958,-92.7870779,STREET_ADDRESS: RANGE_INTERPOLATED
IA0163,Gilman Public Library,Library System,106 N Main,Gilman,IA,50106,(641) 498-2120,Marshall,41.8794958,-92.7870779,STREET_ADDRESS: RANGE_INTERPOLATED
IA0172-002,Gilmore City Public Library,Central Library,308 S Gilmore,Gilmore City,IA,50541,(515) 373-6562,Pocahontas,42.7323276,-94.4431754,STREET_ADDRESS: RANGE_INTERPOLATED
IA0172,Gilmore City Public Library,Library System,308 S Gilmore,Gilmore City,IA,50541,(515) 373-6562,Pocahontas,42.7323276,-94.4431754,STREET_ADDRESS: RANGE_INTERPOLATED
IA0369-002,Gladbrook Public Library,Central Library,301 2Nd St,Gladbrook,IA,50635,(641) 473-3236,Tama,42.1876752,-92.716848,STREET_ADDRESS: RANGE_INTERPOLATED
IA0369,Gladbrook Public Library,Library System,301 2Nd St,Gladbrook,IA,50635,(641) 473-3236,Tama,42.1876752,-92.716848,STREET_ADDRESS: RANGE_INTERPOLATED
IA0438-002,Glenwood Public Library,Central Library,109 N Vine St,Glenwood,IA,51534,(712) 527-5252,Mills,41.04752,-95.741831,STREET_ADDRESS: RANGE_INTERPOLATED
IA0438,Glenwood Public Library,Library System,109 N Vine St,Glenwood,IA,51534,(712) 527-5252,Mills,41.04752,-95.741831,STREET_ADDRESS: RANGE_INTERPOLATED
IA0532-003,Glidden Public Library,Central Library,110 Idaho St,Glidden,IA,51443,(712) 659-3781,Carroll,42.054725,-94.728587,STREET_ADDRESS: ROOFTOP
IA0532,Glidden Public Library,Library System,110 Idaho St,Glidden,IA,51443,(712) 659-3781,Carroll,42.054725,-94.728587,STREET_ADDRESS: ROOFTOP
IA0263-002,Gowrie Public Library,Central Library,1204 Market St,Gowrie,IA,50543,(515) 352-3315,Webster,42.2805988,-94.2913243,STREET_ADDRESS: RANGE_INTERPOLATED
IA0263,Gowrie Public Library,Library System,1204 Market St,Gowrie,IA,50543,(515) 352-3315,Webster,42.2805988,-94.2913243,STREET_ADDRESS: RANGE_INTERPOLATED
IA0505-002,Graettinger Public Library,Central Library,115 W Robins St,Graettinger,IA,51342,(712) 859-3592,Palo Alto,43.2378299,-94.7546045,STREET_ADDRESS: RANGE_INTERPOLATED
IA0505,Graettinger Public Library,Library System,115 W Robins St,Graettinger,IA,51342,(712) 859-3592,Palo Alto,43.2378299,-94.7546045,STREET_ADDRESS: RANGE_INTERPOLATED
IA0278,Grafton Public Library,Library System,203 4Th Ave,Grafton,IA,50440,(641) 748-2735,Worth,43.328924,-93.0694814,STREET_ADDRESS: RANGE_INTERPOLATED
IA0278-002,Grafton Public Library,Central Library,203 4Th Ave,Grafton,IA,50440,(641) 748-2735,Worth,43.328924,-93.0694814,STREET_ADDRESS: RANGE_INTERPOLATED
IA0311-002,Grand Junction Public Library,Central Library,106 E Main St,Grand Junction,IA,50107,(515) 738-2506,Greene,42.0317027,-94.2394269,STREET_ADDRESS: RANGE_INTERPOLATED
IA0311,Grand Junction Public Library,Library System,106 E Main St,Grand Junction,IA,50107,(515) 738-2506,Greene,42.0317027,-94.2394269,STREET_ADDRESS: RANGE_INTERPOLATED
IA0030-002,Granger Public Library,Central Library,2216 Broadway,Granger,IA,50109,(515) 999-2088,Dallas,41.759811,-93.820525,STREET_ADDRESS: ROOFTOP
IA0030,Granger Public Library,Library System,2216 Broadway,Granger,IA,50109,(515) 999-2088,Dallas,41.759811,-93.820525,STREET_ADDRESS: ROOFTOP
IA0348-002,Greene Public Library,Central Library,231 W Traer St,Greene,IA,50636,(641) 816-5642,Butler,42.894513,-92.8040845,STREET_ADDRESS: RANGE_INTERPOLATED
IA0348,Greene Public Library,Library System,231 W Traer St,Greene,IA,50636,(641) 816-5642,Butler,42.894513,-92.8040845,STREET_ADDRESS: RANGE_INTERPOLATED
IA0308-002,Greenfield Public Library,Central Library,202 So. First St,Greenfield,IA,50849,(641) 743-6120,Adair,41.3041003,-94.4610292,STREET_ADDRESS: RANGE_INTERPOLATED
IA0308,Greenfield Public Library,Library System,202 So. First St,Greenfield,IA,50849,(641) 743-6120,Adair,41.3041003,-94.4610292,STREET_ADDRESS: RANGE_INTERPOLATED
IA0155-002,Grimes Public Library,Central Library,200 N James St,Grimes,IA,50111,(515) 986-3551,Polk,41.6888331,-93.7962204,PREMISE: ROOFTOP
IA0155,Grimes Public Library,Library System,200 N James St,Grimes,IA,50111,(515) 986-3551,Polk,41.6888331,-93.7962204,PREMISE: ROOFTOP
IA0061-002,Drake Community Library,Central Library,930 Park St,Grinnell,IA,50112,(641) 236-2661,Poweshiek,41.7436992,-92.7224839,STREET_ADDRESS: RANGE_INTERPOLATED
IA0061,Drake Community Library,Library System,930 Park St,Grinnell,IA,50112,(641) 236-2661,Poweshiek,41.7436992,-92.7224839,STREET_ADDRESS: RANGE_INTERPOLATED
IA0450-002,Griswold Public Library,Central Library,505 Main St,Griswold,IA,51535,(712) 778-4130,Cass,41.2347381,-95.1426386,STREET_ADDRESS: RANGE_INTERPOLATED
IA0450,Griswold Public Library,Library System,505 Main St,Griswold,IA,51535,(712) 778-4130,Cass,41.2347381,-95.1426386,STREET_ADDRESS: RANGE_INTERPOLATED
IA0396-002,Kling Memorial Library,Central Library,708 7Th St,Grundy Center,IA,50638,(319) 825-3607,Grundy,42.3613891,-92.7726187,STREET_ADDRESS: RANGE_INTERPOLATED
IA0396,Kling Memorial Library,Library System,708 7Th St,Grundy Center,IA,50638,(319) 825-3607,Grundy,42.3613891,-92.7726187,STREET_ADDRESS: RANGE_INTERPOLATED
IA0317-002,Mary J. Barnett Memorial Library,Central Library,400 Grand,Guthrie Center,IA,50115,(641) 747-8110,Guthrie,41.6791316,-94.5034661,STREET_ADDRESS: RANGE_INTERPOLATED
IA0317,Mary J. Barnett Memorial Library,Library System,400 Grand,Guthrie Center,IA,50115,(641) 747-8110,Guthrie,41.6791316,-94.5034661,STREET_ADDRESS: RANGE_INTERPOLATED
IA0137-002,Guttenberg Public Library,Central Library,603 S Second St,Guttenberg,IA,52052,(563) 252-3108,Clayton,42.7803409,-91.0973206,STREET_ADDRESS: RANGE_INTERPOLATED
IA0137,Guttenberg Public Library,Library System,603 S Second St,Guttenberg,IA,52052,(563) 252-3108,Clayton,42.7803409,-91.0973206,STREET_ADDRESS: RANGE_INTERPOLATED
IA0443-002,Hamburg Public Library,Central Library,1301 Main St,Hamburg,IA,51640,(712) 382-1395,Fremont,40.6060355,-95.6571473,STREET_ADDRESS: RANGE_INTERPOLATED
IA0443,Hamburg Public Library,Library System,1301 Main St,Hamburg,IA,51640,(712) 382-1395,Fremont,40.6060355,-95.6571473,STREET_ADDRESS: RANGE_INTERPOLATED
IA0085-002,Hampton Public Library,Central Library,4 S Federal St,Hampton,IA,50441,(641) 456-4451,Franklin,42.7417191,-93.207399,STREET_ADDRESS: RANGE_INTERPOLATED
IA0085,Hampton Public Library,Library System,4 S Federal St,Hampton,IA,50441,(641) 456-4451,Franklin,42.7417191,-93.207399,STREET_ADDRESS: RANGE_INTERPOLATED
IA0279-002,Kinney Memorial Library,Central Library,214 Main St,Hanlontown,IA,50444,(641) 896-2888,Worth,43.28121,-93.3787196,STREET_ADDRESS: RANGE_INTERPOLATED
IA0279,Kinney Memorial Library,Library System,214 Main St,Hanlontown,IA,50444,(641) 896-2888,Worth,43.28121,-93.3787196,STREET_ADDRESS: RANGE_INTERPOLATED
IA0264-002,Harcourt Public Library,Central Library,106 W 2Nd St,Harcourt,IA,50544,(515) 354-5391,Webster,42.2627125,-94.1759668,STREET_ADDRESS: RANGE_INTERPOLATED
IA0264,Harcourt Public Library,Library System,106 W 2Nd St,Harcourt,IA,50544,(515) 354-5391,Webster,42.2627125,-94.1759668,STREET_ADDRESS: RANGE_INTERPOLATED
IA0498-002,Harlan Community Library,Central Library,718 Court,Harlan,IA,51537,(712) 755-5934,Shelby,41.657945,-95.319827,STREET_ADDRESS: ROOFTOP
IA0498,Harlan Community Library,Library System,718 Court,Harlan,IA,51537,(712) 755-5934,Shelby,41.657945,-95.319827,STREET_ADDRESS: ROOFTOP
IA0550-002,Dolores Tillinghast Memorial Library,Central Library,234 N 4Th St,Harpers Ferry,IA,52146,(563) 586-2524,Allamakee,43.2018929,-91.1509665,STREET_ADDRESS: RANGE_INTERPOLATED
IA0550,Dolores Tillinghast Memorial Library,Library System,234 N 4Th St,Harpers Ferry,IA,52146,(563) 586-2524,Allamakee,43.2018929,-91.1509665,STREET_ADDRESS: RANGE_INTERPOLATED
IA0520-002,Hartley Public Library,Central Library,91 1St St Se,Hartley,IA,51346,(712) 928-2080,O'brien,43.1799515,-95.4756797,STREET_ADDRESS: RANGE_INTERPOLATED
IA0520,Hartley Public Library,Library System,91 1St St Se,Hartley,IA,51346,(712) 928-2080,O'brien,43.1799515,-95.4756797,STREET_ADDRESS: RANGE_INTERPOLATED
IA0173-002,Havelock Public Library,Central Library,Main St & Wood,Havelock,IA,50546,(712) 776-2685,Pocahontas,42.8328273,-94.7024126,INTERSECTION: APPROXIMATE
IA0173,Havelock Public Library,Library System,Main St & Wood,Havelock,IA,50546,(712) 776-2685,Pocahontas,42.8328273,-94.7024126,INTERSECTION: APPROXIMATE
IA0180-002,Hawarden Public Library,Central Library,803 Tenth St,Hawarden,IA,51023,(712) 551-2244,Sioux,42.9967744,-96.4836265,STREET_ADDRESS: RANGE_INTERPOLATED
IA0180,Hawarden Public Library,Library System,803 Tenth St,Hawarden,IA,51023,(712) 551-2244,Sioux,42.9967744,-96.4836265,STREET_ADDRESS: RANGE_INTERPOLATED
IA0388-002,Hawkeye Public Library,Central Library,104 S 2Nd St,Hawkeye,IA,52147,(563) 427-5536,Fayette,42.9384708,-91.9499967,STREET_ADDRESS: RANGE_INTERPOLATED
IA0388,Hawkeye Public Library,Library System,104 S 2Nd St,Hawkeye,IA,52147,(563) 427-5536,Fayette,42.9384708,-91.9499967,STREET_ADDRESS: RANGE_INTERPOLATED
IA0014-002,Hedrick Public Library,Central Library,109 N Main St,Hedrick,IA,52563,(641) 653-2211,Keokuk,41.1715748,-92.3090106,STREET_ADDRESS: RANGE_INTERPOLATED
IA0014,Hedrick Public Library,Library System,109 N Main St,Hedrick,IA,52563,(641) 653-2211,Keokuk,41.1715748,-92.3090106,STREET_ADDRESS: RANGE_INTERPOLATED
IA0458-002,Hiawatha Public Library,Central Library,150 W Willman St,Hiawatha,IA,52233,(319) 393-1414,Linn,42.0371749,-91.672379,STREET_ADDRESS: ROOFTOP
IA0458,Hiawatha Public Library,Library System,150 W Willman St,Hiawatha,IA,52233,(319) 393-1414,Linn,42.0371749,-91.672379,STREET_ADDRESS: ROOFTOP
IA0214,Hillsboro Public Library,Library System,100 W Commercial,Hillsboro,IA,52630,(319) 253-4000,Henry,40.8353671,-91.7141155,STREET_ADDRESS: RANGE_INTERPOLATED
IA0214-002,Hillsboro Public Library,Central Library,100 W Commercial,Hillsboro,IA,52630,(319) 253-4000,Henry,40.8353671,-91.7141155,STREET_ADDRESS: RANGE_INTERPOLATED
IA0492-002,Stubbs Memorial Library,Central Library,207 E Second St,Holstein,IA,51025,(712) 368-4563,Ida,42.4892754,-95.5429507,STREET_ADDRESS: RANGE_INTERPOLATED
IA0492,Stubbs Memorial Library,Library System,207 E Second St,Holstein,IA,51025,(712) 368-4563,Ida,42.4892754,-95.5429507,STREET_ADDRESS: RANGE_INTERPOLATED
IA0148-004,Holy Cross Branch,Branch Library,938 Church St,Holy Cross,IA,52053,(319) 870-2475,Dubuque,42.6014455,-90.9966579,STREET_ADDRESS: RANGE_INTERPOLATED
IA0145-002,Hopkinton Public Library,Central Library,110 1St St Se,Hopkinton,IA,52237,(563) 926-2514,Delaware,42.3436272,-91.2482226,STREET_ADDRESS: RANGE_INTERPOLATED
IA0145,Hopkinton Public Library,Library System,110 1St St Se,Hopkinton,IA,52237,(563) 926-2514,Delaware,42.3436272,-91.2482226,STREET_ADDRESS: RANGE_INTERPOLATED
IA0229-004,Hornick Branch,Branch Library,510 Main St,Hornick,IA,51026,(712) 874-3616,Woodbury,42.2319584,-96.0972593,STREET_ADDRESS: RANGE_INTERPOLATED
IA0573-001,Hospers Public Library,Central Library,213 Main St,Hospers,IA,51238,(712) 752-8400,Sioux,43.0724785,-95.9059509,STREET_ADDRESS: RANGE_INTERPOLATED
IA0573,Hospers Public Library,Library System,213 Main St,Hospers,IA,51238,(712) 752-8400,Sioux,43.0724785,-95.9059509,STREET_ADDRESS: RANGE_INTERPOLATED
IA0101,Hubbard Public Library,Library System,218 E Maple,Hubbard,IA,50122,(641) 864-2771,Hardin,42.3055285,-93.2976972,STREET_ADDRESS: RANGE_INTERPOLATED
IA0101-002,Hubbard Public Library,Central Library,218 E Maple,Hubbard,IA,50122,(641) 864-2771,Hardin,42.3055285,-93.2976972,STREET_ADDRESS: RANGE_INTERPOLATED
IA0328-002,Hudson Public Library,Central Library,401 5Th St,Hudson,IA,50643,(319) 988-4217,Black Hawk,42.4065592,-92.4555162,STREET_ADDRESS: RANGE_INTERPOLATED
IA0328,Hudson Public Library,Library System,401 5Th St,Hudson,IA,50643,(319) 988-4217,Black Hawk,42.4065592,-92.4555162,STREET_ADDRESS: RANGE_INTERPOLATED
IA0181-002,Hull Public Library,Central Library,1408 Main St,Hull,IA,51239,(712) 439-1321,Sioux,43.1916434,-96.1337326,STREET_ADDRESS: RANGE_INTERPOLATED
IA0181,Hull Public Library,Library System,1408 Main St,Hull,IA,51239,(712) 439-1321,Sioux,43.1916434,-96.1337326,STREET_ADDRESS: RANGE_INTERPOLATED
IA0245-002,Humboldt Public Library,Central Library,30 N 6Th St,Humboldt,IA,50548,(515) 332-1925,Humboldt,42.7214191,-94.2160873,STREET_ADDRESS: RANGE_INTERPOLATED
IA0245,Humboldt Public Library,Library System,30 N 6Th St,Humboldt,IA,50548,(515) 332-1925,Humboldt,42.7214191,-94.2160873,STREET_ADDRESS: RANGE_INTERPOLATED
IA0015-002,Humeston Public Library,Central Library,302 Broad St,Humeston,IA,50123,(641) 877-4811,Wayne,40.8588807,-93.4964882,STREET_ADDRESS: RANGE_INTERPOLATED
IA0015,Humeston Public Library,Library System,302 Broad St,Humeston,IA,50123,(641) 877-4811,Wayne,40.8588807,-93.4964882,STREET_ADDRESS: RANGE_INTERPOLATED
IA0157,Huxley Public Library,Library System,515 N Main Ave,Huxley,IA,50124,(515) 597-2552,Story,41.8960509,-93.6061801,ROUTE: GEOMETRIC_CENTER
IA0157-002,Huxley Public Library,Central Library,515 N Main Ave,Huxley,IA,50124,(515) 597-2552,Story,41.8982388,-93.6073338,PREMISE: ROOFTOP
IA0493-002,Ida Grove Public Library,Central Library,100 E 2Nd St,Ida Grove,IA,51445,(712) 364-2306,Ida,42.344034,-95.4655213,STREET_ADDRESS: RANGE_INTERPOLATED
IA0493,Ida Grove Public Library,Library System,100 E 2Nd St,Ida Grove,IA,51445,(712) 364-2306,Ida,42.344034,-95.4655213,STREET_ADDRESS: RANGE_INTERPOLATED
IA0340-002,Independence Public Library,Central Library,805 1St St E,Independence,IA,50644,(319) 334-2470,Buchanan,42.4687589,-91.8848095,STREET_ADDRESS: RANGE_INTERPOLATED
IA0340,Independence Public Library,Library System,805 1St St E,Independence,IA,50644,(319) 334-2470,Buchanan,42.4687589,-91.8848095,STREET_ADDRESS: RANGE_INTERPOLATED
IA0378-002,Indianola Public Library,Central Library,207 N B St,Indianola,IA,50125,(515) 961-9418,Warren,41.362087,-93.564048,STREET_ADDRESS: ROOFTOP
IA0378,Indianola Public Library,Library System,207 N B St,Indianola,IA,50125,(515) 961-9418,Warren,41.362087,-93.564048,STREET_ADDRESS: ROOFTOP
IA0107-002,Inwood Public Library,Central Library,103 S Main St,Inwood,IA,51240,(712) 753-4814,Lyon,43.309252,-96.4318031,STREET_ADDRESS: RANGE_INTERPOLATED
IA0107,Inwood Public Library,Library System,103 S Main St,Inwood,IA,51240,(712) 753-4814,Lyon,43.309252,-96.4318031,STREET_ADDRESS: RANGE_INTERPOLATED
IA0191-002,Ionia Community Library,Central Library,101 W Iowa St,Ionia,IA,50645,(641) 394-4803,Chickasaw,43.0331507,-92.457178,STREET_ADDRESS: RANGE_INTERPOLATED
IA0191,Ionia Community Library,Library System,101 W Iowa St,Ionia,IA,50645,(641) 394-4803,Chickasaw,43.0331507,-92.457178,STREET_ADDRESS: RANGE_INTERPOLATED
IA0052,Iowa City Public Library,Library System,123 S Linn St,Iowa City,IA,52240,(319) 356-5200,Johnson,41.6592011,-91.5320946,STREET_ADDRESS: ROOFTOP
IA0052-002,Iowa City Public Library,Central Library,123 S Linn St,Iowa City,IA,52240,(319) 356-5200,Johnson,41.6592011,-91.5320946,STREET_ADDRESS: ROOFTOP
IA0240-002,Robert W. Barlow Memorial Library,Central Library,921 Washington Ave,Iowa Falls,IA,50126,(641) 648-2872,Hardin,42.5190112,-93.2687518,PREMISE: ROOFTOP
IA0240,Robert W. Barlow Memorial Library,Library System,921 Washington Ave,Iowa Falls,IA,50126,(641) 648-2872,Hardin,42.5190112,-93.2687518,PREMISE: ROOFTOP
IA0582-001,Lied Irwin Public Library,Central Library,509 Ann,Irwin,IA,51446,(712) 782-3335,Shelby,41.7901021,-95.2061098,STREET_ADDRESS: RANGE_INTERPOLATED
IA0582,Lied Irwin Public Library,Library System,509 Ann,Irwin,IA,51446,(712) 782-3335,Shelby,41.7901021,-95.2061098,STREET_ADDRESS: RANGE_INTERPOLATED
IA0318-002,Jamaica Public Library,Central Library,316 Main St,Jamaica,IA,50128,(641) 429-3362,Guthrie,41.846805,-94.3080245,STREET_ADDRESS: RANGE_INTERPOLATED
IA0318,Jamaica Public Library,Library System,316 Main St,Jamaica,IA,50128,(641) 429-3362,Guthrie,41.846805,-94.3080245,STREET_ADDRESS: RANGE_INTERPOLATED
IA0329-002,Janesville Public Library,Central Library,227 Main St,Janesville,IA,50647,(319) 987-2925,Bremer,42.64739,-92.462631,STREET_ADDRESS: ROOFTOP
IA0329,Janesville Public Library,Library System,227 Main St,Janesville,IA,50647,(319) 987-2925,Bremer,42.64739,-92.462631,STREET_ADDRESS: ROOFTOP
IA0304-002,Jefferson Public Library,Central Library,200 W Lincolnway,Jefferson,IA,50129,(515) 386-2835,Greene,42.0152744,-94.376112,STREET_ADDRESS: RANGE_INTERPOLATED
IA0304,Jefferson Public Library,Library System,200 W Lincolnway,Jefferson,IA,50129,(515) 386-2835,Greene,42.0152744,-94.376112,STREET_ADDRESS: RANGE_INTERPOLATED
